date,n,top
2020-03-03,0,8_nederland_virus_maatregel_coronavirus
2020-03-03,1,6_europees_moeten_nederland_geld
2020-03-04,0,8_nederland_virus_maatregel_coronavirus
2020-03-04,1,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-03-04,2,2_debat_coronavirus_namens_harte
2020-03-04,3,1_motie_komen_moeten_stellen
2020-03-05,0,4_wij_willen_komen_maken
2020-03-05,1,2_debat_coronavirus_namens_harte
2020-03-05,2,7_voorzitter_willen_goed_dank
2020-03-05,3,8_nederland_virus_maatregel_coronavirus
2020-03-05,4,4_wij_willen_komen_maken
2020-03-05,5,13_virus_wij_moeten_weer
2020-03-05,6,13_virus_wij_moeten_weer
2020-03-05,7,8_nederland_virus_maatregel_coronavirus
2020-03-05,8,7_voorzitter_willen_goed_dank
2020-03-05,9,13_virus_wij_moeten_weer
2020-03-05,10,7_voorzitter_willen_goed_dank
2020-03-05,11,12_motie_komen_willen_ziekenhuis
2020-03-05,12,7_voorzitter_willen_goed_dank
2020-03-05,13,8_nederland_virus_maatregel_coronavirus
2020-03-05,14,7_voorzitter_willen_goed_dank
2020-03-05,15,8_nederland_virus_maatregel_coronavirus
2020-03-05,16,4_wij_willen_komen_maken
2020-03-05,17,8_nederland_virus_maatregel_coronavirus
2020-03-05,18,8_nederland_virus_maatregel_coronavirus
2020-03-05,19,13_virus_wij_moeten_weer
2020-03-05,20,13_virus_wij_moeten_weer
2020-03-05,21,0_dier_bedrijf_moeten_volksgezondheid
2020-03-05,22,0_dier_bedrijf_moeten_volksgezondheid
2020-03-05,23,0_dier_bedrijf_moeten_volksgezondheid
2020-03-05,24,8_nederland_virus_maatregel_coronavirus
2020-03-05,25,7_voorzitter_willen_goed_dank
2020-03-05,26,8_nederland_virus_maatregel_coronavirus
2020-03-05,27,8_nederland_virus_maatregel_coronavirus
2020-03-05,28,5_nederland_eiland_curaçao_racisme
2020-03-05,29,8_nederland_virus_maatregel_coronavirus
2020-03-05,30,8_nederland_virus_maatregel_coronavirus
2020-03-05,31,7_voorzitter_willen_goed_dank
2020-03-05,32,7_voorzitter_willen_goed_dank
2020-03-05,33,8_nederland_virus_maatregel_coronavirus
2020-03-05,34,2_debat_coronavirus_namens_harte
2020-03-05,35,13_virus_wij_moeten_weer
2020-03-05,36,8_nederland_virus_maatregel_coronavirus
2020-03-05,37,13_virus_wij_moeten_weer
2020-03-05,38,13_virus_wij_moeten_weer
2020-03-05,39,8_nederland_virus_maatregel_coronavirus
2020-03-05,40,12_motie_komen_willen_ziekenhuis
2020-03-05,41,8_nederland_virus_maatregel_coronavirus
2020-03-05,42,8_nederland_virus_maatregel_coronavirus
2020-03-05,43,8_nederland_virus_maatregel_coronavirus
2020-03-05,44,8_nederland_virus_maatregel_coronavirus
2020-03-05,45,8_nederland_virus_maatregel_coronavirus
2020-03-05,46,1_motie_komen_moeten_stellen
2020-03-05,47,7_voorzitter_willen_goed_dank
2020-03-05,48,7_voorzitter_willen_goed_dank
2020-03-05,49,8_nederland_virus_maatregel_coronavirus
2020-03-05,50,2_debat_coronavirus_namens_harte
2020-03-05,51,7_voorzitter_willen_goed_dank
2020-03-05,52,8_nederland_virus_maatregel_coronavirus
2020-03-05,53,8_nederland_virus_maatregel_coronavirus
2020-03-05,54,7_voorzitter_willen_goed_dank
2020-03-05,55,7_voorzitter_willen_goed_dank
2020-03-05,56,7_voorzitter_willen_goed_dank
2020-03-05,57,4_wij_willen_komen_maken
2020-03-05,58,12_motie_komen_willen_ziekenhuis
2020-03-05,59,8_nederland_virus_maatregel_coronavirus
2020-03-05,60,7_voorzitter_willen_goed_dank
2020-03-05,61,2_debat_coronavirus_namens_harte
2020-03-05,62,7_voorzitter_willen_goed_dank
2020-03-05,63,13_virus_wij_moeten_weer
2020-03-05,64,6_europees_moeten_nederland_geld
2020-03-05,65,13_virus_wij_moeten_weer
2020-03-05,66,8_nederland_virus_maatregel_coronavirus
2020-03-05,67,2_debat_coronavirus_namens_harte
2020-03-05,68,8_nederland_virus_maatregel_coronavirus
2020-03-05,69,13_virus_wij_moeten_weer
2020-03-05,70,13_virus_wij_moeten_weer
2020-03-05,71,13_virus_wij_moeten_weer
2020-03-05,72,7_voorzitter_willen_goed_dank
2020-03-05,73,8_nederland_virus_maatregel_coronavirus
2020-03-05,74,8_nederland_virus_maatregel_coronavirus
2020-03-05,75,1_motie_komen_moeten_stellen
2020-03-05,76,13_virus_wij_moeten_weer
2020-03-05,77,13_virus_wij_moeten_weer
2020-03-05,78,13_virus_wij_moeten_weer
2020-03-05,79,12_motie_komen_willen_ziekenhuis
2020-03-05,80,8_nederland_virus_maatregel_coronavirus
2020-03-05,81,13_virus_wij_moeten_weer
2020-03-05,82,8_nederland_virus_maatregel_coronavirus
2020-03-05,83,12_motie_komen_willen_ziekenhuis
2020-03-05,84,13_virus_wij_moeten_weer
2020-03-10,0,1_motie_komen_moeten_stellen
2020-03-10,1,8_nederland_virus_maatregel_coronavirus
2020-03-10,2,7_voorzitter_willen_goed_dank
2020-03-10,3,4_wij_willen_komen_maken
2020-03-10,4,7_voorzitter_willen_goed_dank
2020-03-10,5,2_debat_coronavirus_namens_harte
2020-03-10,6,8_nederland_virus_maatregel_coronavirus
2020-03-10,7,13_virus_wij_moeten_weer
2020-03-10,8,8_nederland_virus_maatregel_coronavirus
2020-03-10,9,8_nederland_virus_maatregel_coronavirus
2020-03-10,10,8_nederland_virus_maatregel_coronavirus
2020-03-10,11,8_nederland_virus_maatregel_coronavirus
2020-03-10,12,8_nederland_virus_maatregel_coronavirus
2020-03-10,13,8_nederland_virus_maatregel_coronavirus
2020-03-10,14,8_nederland_virus_maatregel_coronavirus
2020-03-10,15,8_nederland_virus_maatregel_coronavirus
2020-03-10,16,1_motie_komen_moeten_stellen
2020-03-10,17,7_voorzitter_willen_goed_dank
2020-03-11,0,4_wij_willen_komen_maken
2020-03-11,1,7_voorzitter_willen_goed_dank
2020-03-11,2,4_wij_willen_komen_maken
2020-03-12,0,8_nederland_virus_maatregel_coronavirus
2020-03-12,1,4_wij_willen_komen_maken
2020-03-12,2,2_debat_coronavirus_namens_harte
2020-03-12,3,8_nederland_virus_maatregel_coronavirus
2020-03-12,4,7_voorzitter_willen_goed_dank
2020-03-12,5,8_nederland_virus_maatregel_coronavirus
2020-03-12,6,4_wij_willen_komen_maken
2020-03-12,7,8_nederland_virus_maatregel_coronavirus
2020-03-12,8,8_nederland_virus_maatregel_coronavirus
2020-03-12,9,4_wij_willen_komen_maken
2020-03-12,10,13_virus_wij_moeten_weer
2020-03-12,11,8_nederland_virus_maatregel_coronavirus
2020-03-12,12,13_virus_wij_moeten_weer
2020-03-12,13,8_nederland_virus_maatregel_coronavirus
2020-03-12,14,13_virus_wij_moeten_weer
2020-03-12,15,8_nederland_virus_maatregel_coronavirus
2020-03-12,16,8_nederland_virus_maatregel_coronavirus
2020-03-12,17,13_virus_wij_moeten_weer
2020-03-12,18,8_nederland_virus_maatregel_coronavirus
2020-03-12,19,13_virus_wij_moeten_weer
2020-03-12,20,4_wij_willen_komen_maken
2020-03-12,21,8_nederland_virus_maatregel_coronavirus
2020-03-12,22,4_wij_willen_komen_maken
2020-03-12,23,7_voorzitter_willen_goed_dank
2020-03-12,24,8_nederland_virus_maatregel_coronavirus
2020-03-12,25,4_wij_willen_komen_maken
2020-03-12,26,4_wij_willen_komen_maken
2020-03-12,27,13_virus_wij_moeten_weer
2020-03-12,28,8_nederland_virus_maatregel_coronavirus
2020-03-12,29,8_nederland_virus_maatregel_coronavirus
2020-03-12,30,8_nederland_virus_maatregel_coronavirus
2020-03-12,31,13_virus_wij_moeten_weer
2020-03-12,32,4_wij_willen_komen_maken
2020-03-12,33,8_nederland_virus_maatregel_coronavirus
2020-03-12,34,8_nederland_virus_maatregel_coronavirus
2020-03-12,35,8_nederland_virus_maatregel_coronavirus
2020-03-12,36,8_nederland_virus_maatregel_coronavirus
2020-03-12,37,13_virus_wij_moeten_weer
2020-03-12,38,8_nederland_virus_maatregel_coronavirus
2020-03-12,39,7_voorzitter_willen_goed_dank
2020-03-12,40,8_nederland_virus_maatregel_coronavirus
2020-03-12,41,13_virus_wij_moeten_weer
2020-03-12,42,13_virus_wij_moeten_weer
2020-03-12,43,8_nederland_virus_maatregel_coronavirus
2020-03-12,44,7_voorzitter_willen_goed_dank
2020-03-12,45,4_wij_willen_komen_maken
2020-03-12,46,8_nederland_virus_maatregel_coronavirus
2020-03-12,47,4_wij_willen_komen_maken
2020-03-12,48,8_nederland_virus_maatregel_coronavirus
2020-03-12,49,8_nederland_virus_maatregel_coronavirus
2020-03-12,50,4_wij_willen_komen_maken
2020-03-12,51,0_dier_bedrijf_moeten_volksgezondheid
2020-03-12,52,8_nederland_virus_maatregel_coronavirus
2020-03-12,53,1_motie_komen_moeten_stellen
2020-03-12,54,8_nederland_virus_maatregel_coronavirus
2020-03-12,55,7_voorzitter_willen_goed_dank
2020-03-12,56,4_wij_willen_komen_maken
2020-03-12,57,7_voorzitter_willen_goed_dank
2020-03-12,58,4_wij_willen_komen_maken
2020-03-12,59,8_nederland_virus_maatregel_coronavirus
2020-03-12,60,7_voorzitter_willen_goed_dank
2020-03-12,61,8_nederland_virus_maatregel_coronavirus
2020-03-12,62,4_wij_willen_komen_maken
2020-03-12,63,8_nederland_virus_maatregel_coronavirus
2020-03-12,64,4_wij_willen_komen_maken
2020-03-12,65,4_wij_willen_komen_maken
2020-03-12,66,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-03-12,67,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-03-12,68,1_motie_komen_moeten_stellen
2020-03-12,69,1_motie_komen_moeten_stellen
2020-03-12,70,13_virus_wij_moeten_weer
2020-03-12,71,13_virus_wij_moeten_weer
2020-03-12,72,5_nederland_eiland_curaçao_racisme
2020-03-12,73,4_wij_willen_komen_maken
2020-03-12,74,1_motie_komen_moeten_stellen
2020-03-12,75,0_dier_bedrijf_moeten_volksgezondheid
2020-03-12,76,1_motie_komen_moeten_stellen
2020-03-12,77,4_wij_willen_komen_maken
2020-03-12,78,7_voorzitter_willen_goed_dank
2020-03-12,79,4_wij_willen_komen_maken
2020-03-18,0,7_voorzitter_willen_goed_dank
2020-03-18,1,13_virus_wij_moeten_weer
2020-03-18,2,8_nederland_virus_maatregel_coronavirus
2020-03-18,3,8_nederland_virus_maatregel_coronavirus
2020-03-18,4,9_demonstratie_motie_openbaarmaking_elkaar
2020-03-18,5,13_virus_wij_moeten_weer
2020-03-18,6,13_virus_wij_moeten_weer
2020-03-18,7,8_nederland_virus_maatregel_coronavirus
2020-03-18,8,4_wij_willen_komen_maken
2020-03-18,9,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,10,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,11,8_nederland_virus_maatregel_coronavirus
2020-03-18,12,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,13,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,14,8_nederland_virus_maatregel_coronavirus
2020-03-18,15,13_virus_wij_moeten_weer
2020-03-18,16,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,17,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,18,7_voorzitter_willen_goed_dank
2020-03-18,19,7_voorzitter_willen_goed_dank
2020-03-18,20,13_virus_wij_moeten_weer
2020-03-18,21,13_virus_wij_moeten_weer
2020-03-18,22,13_virus_wij_moeten_weer
2020-03-18,23,14_ambulancezorg_zorg_dienst_discussie
2020-03-18,24,13_virus_wij_moeten_weer
2020-03-18,25,13_virus_wij_moeten_weer
2020-03-18,26,8_nederland_virus_maatregel_coronavirus
2020-03-18,27,4_wij_willen_komen_maken
2020-03-18,28,8_nederland_virus_maatregel_coronavirus
2020-03-18,29,4_wij_willen_komen_maken
2020-03-18,30,8_nederland_virus_maatregel_coronavirus
2020-03-18,31,8_nederland_virus_maatregel_coronavirus
2020-03-18,32,13_virus_wij_moeten_weer
2020-03-18,33,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-03-18,34,8_nederland_virus_maatregel_coronavirus
2020-03-18,35,13_virus_wij_moeten_weer
2020-03-18,36,8_nederland_virus_maatregel_coronavirus
2020-03-18,37,13_virus_wij_moeten_weer
2020-03-18,38,13_virus_wij_moeten_weer
2020-03-18,39,13_virus_wij_moeten_weer
2020-03-18,40,4_wij_willen_komen_maken
2020-03-18,41,13_virus_wij_moeten_weer
2020-03-18,42,13_virus_wij_moeten_weer
2020-03-18,43,8_nederland_virus_maatregel_coronavirus
2020-03-18,44,13_virus_wij_moeten_weer
2020-03-18,45,8_nederland_virus_maatregel_coronavirus
2020-03-18,46,8_nederland_virus_maatregel_coronavirus
2020-03-18,47,8_nederland_virus_maatregel_coronavirus
2020-03-18,48,8_nederland_virus_maatregel_coronavirus
2020-03-18,49,8_nederland_virus_maatregel_coronavirus
2020-03-18,50,13_virus_wij_moeten_weer
2020-03-18,51,13_virus_wij_moeten_weer
2020-03-18,52,13_virus_wij_moeten_weer
2020-03-18,53,10_nederland_nederlander_voorzitter_regering
2020-03-18,54,8_nederland_virus_maatregel_coronavirus
2020-03-18,55,8_nederland_virus_maatregel_coronavirus
2020-03-18,56,13_virus_wij_moeten_weer
2020-03-18,57,8_nederland_virus_maatregel_coronavirus
2020-03-18,58,8_nederland_virus_maatregel_coronavirus
2020-03-18,59,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,60,8_nederland_virus_maatregel_coronavirus
2020-03-18,61,13_virus_wij_moeten_weer
2020-03-18,62,4_wij_willen_komen_maken
2020-03-18,63,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,64,8_nederland_virus_maatregel_coronavirus
2020-03-18,65,8_nederland_virus_maatregel_coronavirus
2020-03-18,66,4_wij_willen_komen_maken
2020-03-18,67,3_corona_coronaproof_verschrikkelijk_afschrikken
2020-03-18,68,1_motie_komen_moeten_stellen
2020-03-18,69,4_wij_willen_komen_maken
2020-03-18,70,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,71,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,72,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,73,4_wij_willen_komen_maken
2020-03-18,74,8_nederland_virus_maatregel_coronavirus
2020-03-18,75,0_dier_bedrijf_moeten_volksgezondheid
2020-03-18,76,6_europees_moeten_nederland_geld
2020-03-18,77,4_wij_willen_komen_maken
2020-03-18,78,13_virus_wij_moeten_weer
2020-03-18,79,13_virus_wij_moeten_weer
2020-03-18,80,7_voorzitter_willen_goed_dank
2020-03-18,81,13_virus_wij_moeten_weer
2020-03-18,82,13_virus_wij_moeten_weer
2020-03-18,83,7_voorzitter_willen_goed_dank
2020-03-18,84,13_virus_wij_moeten_weer
2020-03-18,85,1_motie_komen_moeten_stellen
2020-03-18,86,13_virus_wij_moeten_weer
2020-03-18,87,8_nederland_virus_maatregel_coronavirus
2020-03-18,88,13_virus_wij_moeten_weer
2020-03-26,0,4_wij_willen_komen_maken
2020-03-26,1,13_virus_wij_moeten_weer
2020-03-26,2,8_nederland_virus_maatregel_coronavirus
2020-03-26,3,8_nederland_virus_maatregel_coronavirus
2020-03-26,4,13_virus_wij_moeten_weer
2020-03-26,5,7_voorzitter_willen_goed_dank
2020-03-26,6,14_ambulancezorg_zorg_dienst_discussie
2020-03-26,7,13_virus_wij_moeten_weer
2020-03-26,8,8_nederland_virus_maatregel_coronavirus
2020-03-26,9,13_virus_wij_moeten_weer
2020-03-26,10,4_wij_willen_komen_maken
2020-03-26,11,8_nederland_virus_maatregel_coronavirus
2020-03-26,12,8_nederland_virus_maatregel_coronavirus
2020-03-26,13,8_nederland_virus_maatregel_coronavirus
2020-03-26,14,4_wij_willen_komen_maken
2020-03-26,15,4_wij_willen_komen_maken
2020-03-26,16,13_virus_wij_moeten_weer
2020-03-26,17,4_wij_willen_komen_maken
2020-03-26,18,13_virus_wij_moeten_weer
2020-03-26,19,4_wij_willen_komen_maken
2020-03-26,20,13_virus_wij_moeten_weer
2020-03-26,21,1_motie_komen_moeten_stellen
2020-03-26,22,8_nederland_virus_maatregel_coronavirus
2020-03-26,23,7_voorzitter_willen_goed_dank
2020-03-26,24,0_dier_bedrijf_moeten_volksgezondheid
2020-03-26,25,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-03-26,26,4_wij_willen_komen_maken
2020-03-26,27,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-03-26,28,13_virus_wij_moeten_weer
2020-03-26,29,4_wij_willen_komen_maken
2020-03-26,30,9_demonstratie_motie_openbaarmaking_elkaar
2020-03-26,31,8_nederland_virus_maatregel_coronavirus
2020-03-26,32,13_virus_wij_moeten_weer
2020-04-01,0,2_debat_coronavirus_namens_harte
2020-04-01,1,7_voorzitter_willen_goed_dank
2020-04-01,2,1_motie_komen_moeten_stellen
2020-04-01,3,6_europees_moeten_nederland_geld
2020-04-01,4,6_europees_moeten_nederland_geld
2020-04-01,5,4_wij_willen_komen_maken
2020-04-01,6,6_europees_moeten_nederland_geld
2020-04-01,7,4_wij_willen_komen_maken
2020-04-01,8,4_wij_willen_komen_maken
2020-04-01,9,7_voorzitter_willen_goed_dank
2020-04-01,10,1_motie_komen_moeten_stellen
2020-04-01,11,8_nederland_virus_maatregel_coronavirus
2020-04-01,12,8_nederland_virus_maatregel_coronavirus
2020-04-01,13,14_ambulancezorg_zorg_dienst_discussie
2020-04-01,14,4_wij_willen_komen_maken
2020-04-01,15,4_wij_willen_komen_maken
2020-04-01,16,4_wij_willen_komen_maken
2020-04-01,17,13_virus_wij_moeten_weer
2020-04-01,18,1_motie_komen_moeten_stellen
2020-04-01,19,8_nederland_virus_maatregel_coronavirus
2020-04-01,20,12_motie_komen_willen_ziekenhuis
2020-04-01,21,8_nederland_virus_maatregel_coronavirus
2020-04-01,22,8_nederland_virus_maatregel_coronavirus
2020-04-01,23,7_voorzitter_willen_goed_dank
2020-04-01,24,7_voorzitter_willen_goed_dank
2020-04-01,25,4_wij_willen_komen_maken
2020-04-01,26,9_demonstratie_motie_openbaarmaking_elkaar
2020-04-01,27,7_voorzitter_willen_goed_dank
2020-04-01,28,10_nederland_nederlander_voorzitter_regering
2020-04-01,29,7_voorzitter_willen_goed_dank
2020-04-01,30,8_nederland_virus_maatregel_coronavirus
2020-04-01,31,6_europees_moeten_nederland_geld
2020-04-07,0,4_wij_willen_komen_maken
2020-04-07,1,7_voorzitter_willen_goed_dank
2020-04-07,2,13_virus_wij_moeten_weer
2020-04-07,3,4_wij_willen_komen_maken
2020-04-07,4,4_wij_willen_komen_maken
2020-04-07,5,4_wij_willen_komen_maken
2020-04-07,6,4_wij_willen_komen_maken
2020-04-07,7,1_motie_komen_moeten_stellen
2020-04-07,8,7_voorzitter_willen_goed_dank
2020-04-07,9,13_virus_wij_moeten_weer
2020-04-08,0,2_debat_coronavirus_namens_harte
2020-04-08,1,13_virus_wij_moeten_weer
2020-04-08,2,6_europees_moeten_nederland_geld
2020-04-08,3,12_motie_komen_willen_ziekenhuis
2020-04-08,4,13_virus_wij_moeten_weer
2020-04-08,5,13_virus_wij_moeten_weer
2020-04-08,6,1_motie_komen_moeten_stellen
2020-04-08,7,13_virus_wij_moeten_weer
2020-04-08,8,13_virus_wij_moeten_weer
2020-04-08,9,13_virus_wij_moeten_weer
2020-04-08,10,13_virus_wij_moeten_weer
2020-04-08,11,13_virus_wij_moeten_weer
2020-04-08,12,13_virus_wij_moeten_weer
2020-04-08,13,13_virus_wij_moeten_weer
2020-04-08,14,4_wij_willen_komen_maken
2020-04-08,15,13_virus_wij_moeten_weer
2020-04-08,16,4_wij_willen_komen_maken
2020-04-08,17,13_virus_wij_moeten_weer
2020-04-08,18,8_nederland_virus_maatregel_coronavirus
2020-04-08,19,14_ambulancezorg_zorg_dienst_discussie
2020-04-08,20,7_voorzitter_willen_goed_dank
2020-04-08,21,7_voorzitter_willen_goed_dank
2020-04-08,22,7_voorzitter_willen_goed_dank
2020-04-08,23,0_dier_bedrijf_moeten_volksgezondheid
2020-04-08,24,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-04-08,25,7_voorzitter_willen_goed_dank
2020-04-08,26,4_wij_willen_komen_maken
2020-04-08,27,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-04-08,28,13_virus_wij_moeten_weer
2020-04-08,29,13_virus_wij_moeten_weer
2020-04-08,30,8_nederland_virus_maatregel_coronavirus
2020-04-08,31,13_virus_wij_moeten_weer
2020-04-08,32,13_virus_wij_moeten_weer
2020-04-08,33,8_nederland_virus_maatregel_coronavirus
2020-04-08,34,7_voorzitter_willen_goed_dank
2020-04-08,35,10_nederland_nederlander_voorzitter_regering
2020-04-16,0,2_debat_coronavirus_namens_harte
2020-04-16,1,13_virus_wij_moeten_weer
2020-04-16,2,8_nederland_virus_maatregel_coronavirus
2020-04-16,3,10_nederland_nederlander_voorzitter_regering
2020-04-16,4,4_wij_willen_komen_maken
2020-04-16,5,13_virus_wij_moeten_weer
2020-04-16,6,13_virus_wij_moeten_weer
2020-04-16,7,13_virus_wij_moeten_weer
2020-04-16,8,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-04-16,9,4_wij_willen_komen_maken
2020-04-16,10,13_virus_wij_moeten_weer
2020-04-16,11,13_virus_wij_moeten_weer
2020-04-16,12,13_virus_wij_moeten_weer
2020-04-16,13,13_virus_wij_moeten_weer
2020-04-16,14,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-04-16,15,8_nederland_virus_maatregel_coronavirus
2020-04-16,16,8_nederland_virus_maatregel_coronavirus
2020-04-16,17,4_wij_willen_komen_maken
2020-04-16,18,0_dier_bedrijf_moeten_volksgezondheid
2020-04-16,19,7_voorzitter_willen_goed_dank
2020-04-16,20,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-04-16,21,11_kabinet_verpleeghuis_moeten_beschermingsmiddel
2020-04-16,22,14_ambulancezorg_zorg_dienst_discussie
2020-04-16,23,6_europees_moeten_nederland_geld
2020-04-16,24,13_virus_wij_moeten_weer
2020-04-16,25,12_motie_komen_willen_ziekenhuis
2020-04-16,26,13_virus_wij_moeten_weer
2020-04-16,27,8_nederland_virus_maatregel_coronavirus
2020-04-16,28,8_nederland_virus_maatregel_coronavirus
2020-04-16,29,8_nederland_virus_maatregel_coronavirus
2020-04-16,30,4_wij_willen_komen_maken
